,ranking,band_singer,song,songurl,titletext,url,year,0
549,50,Fat Joe,Get It Poppin',/wiki/Get_It_Poppin%27_(Fat_Joe_song),Get It Poppin',/wiki/Fat_Joe,2005,50
549,50,Nelly,Get It Poppin',/wiki/Get_It_Poppin%27_(Fat_Joe_song),Get It Poppin',/wiki/Nelly,2005,50
550,51,David Banner,Play,/wiki/Play_(David_Banner_song),Play,/wiki/David_Banner,2005,51
551,52,Young Jeezy,Soul Survivor,/wiki/Soul_Survivor_(Young_Jeezy_song),Soul Survivor,/wiki/Young_Jeezy,2005,52
551,52,Akon,Soul Survivor,/wiki/Soul_Survivor_(Young_Jeezy_song),Soul Survivor,/wiki/Akon,2005,52
552,53,Ludacris,Pimpin' All Over the World,/wiki/Pimpin%27_All_Over_the_World,Pimpin' All Over the World,/wiki/Ludacris,2005,53
552,53,Bobby Valentino,Pimpin' All Over the World,/wiki/Pimpin%27_All_Over_the_World,Pimpin' All Over the World,/wiki/Bobby_V,2005,53
553,54,Usher,My Boo,/wiki/My_Boo_(Usher_and_Alicia_Keys_song),My Boo,/wiki/Usher_(entertainer),2005,54
553,54,Alicia Keys,My Boo,/wiki/My_Boo_(Usher_and_Alicia_Keys_song),My Boo,/wiki/Alicia_Keys,2005,54
554,55,Trick Daddy,Sugar (Gimme Some),/wiki/Sugar_(Gimme_Some),Sugar (Gimme Some),/wiki/Trick_Daddy,2005,55
554,55,Ludacris,Sugar (Gimme Some),/wiki/Sugar_(Gimme_Some),Sugar (Gimme Some),/wiki/Ludacris,2005,55
554,55,Lil' Kim,Sugar (Gimme Some),/wiki/Sugar_(Gimme_Some),Sugar (Gimme Some),/wiki/Lil%27_Kim,2005,55
554,55,Cee Lo Green,Sugar (Gimme Some),/wiki/Sugar_(Gimme_Some),Sugar (Gimme Some),/wiki/Cee_Lo_Green,2005,55
555,56,Alicia Keys,Karma,/wiki/Karma_(Alicia_Keys_song),Karma,/wiki/Alicia_Keys,2005,56
556,57,Coldplay,Speed of Sound,/wiki/Speed_of_Sound_(song),Speed of Sound,/wiki/Coldplay,2005,57
557,58,Gavin DeGraw,I Don't Want to Be,/wiki/I_Don%27t_Want_to_Be,I Don't Want to Be,/wiki/Gavin_DeGraw,2005,58
558,59,Eminem,Mockingbird,/wiki/Mockingbird_(Eminem_song),Mockingbird,/wiki/Eminem,2005,59
559,60,Shakira,La Tortura,/wiki/La_Tortura,La Tortura,/wiki/Shakira,2005,60
559,60,Alejandro Sanz,La Tortura,/wiki/La_Tortura,La Tortura,/wiki/Alejandro_Sanz,2005,60
560,61,Maroon 5,She Will Be Loved,/wiki/She_Will_Be_Loved,She Will Be Loved,/wiki/Maroon_5,2005,61
561,62,Baby Bash,Baby I'm Back,/wiki/Baby_I%27m_Back_(song),Baby I'm Back,/wiki/Baby_Bash,2005,62
561,62,Akon,Baby I'm Back,/wiki/Baby_I%27m_Back_(song),Baby I'm Back,/wiki/Akon,2005,62
562,63,Ying Yang Twins,Wait (The Whisper Song),/wiki/Wait_(The_Whisper_Song),Wait (The Whisper Song),/wiki/Ying_Yang_Twins,2005,63
563,64,Backstreet Boys,Incomplete,/wiki/Incomplete_(Backstreet_Boys_song),Incomplete,/wiki/Backstreet_Boys,2005,64
564,65,T.I.,Bring Em Out,/wiki/Bring_Em_Out_(song),Bring Em Out,/wiki/T.I.,2005,65
565,66,Destiny's Child,Cater 2 U,/wiki/Cater_2_U,Cater 2 U,/wiki/Destiny%27s_Child,2005,66
566,67,Amerie,1 Thing,/wiki/1_Thing,1 Thing,/wiki/Amerie,2005,67
567,68,Foo Fighters,Best of You,/wiki/Best_of_You,Best of You,/wiki/Foo_Fighters,2005,68
568,69,Mariah Carey,It's Like That,/wiki/It%27s_like_That_(Mariah_Carey_song),It's Like That,/wiki/Mariah_Carey,2005,69
568,69,Jermaine Dupri,It's Like That,/wiki/It%27s_like_That_(Mariah_Carey_song),It's Like That,/wiki/Jermaine_Dupri,2005,69
568,69,Fatman Scoop,It's Like That,/wiki/It%27s_like_That_(Mariah_Carey_song),It's Like That,/wiki/Fatman_Scoop,2005,69
569,70,Natalie,Goin' Crazy,/wiki/Goin%27_Crazy_(Natalie_song),Goin' Crazy,/wiki/Natalie_(singer),2005,70
570,71,Carrie Underwood,Inside Your Heaven,/wiki/Inside_Your_Heaven,Inside Your Heaven,/wiki/Carrie_Underwood,2005,71
571,72,Kelly Clarkson,Because of You,/wiki/Because_of_You_(Kelly_Clarkson_song),Because of You,/wiki/Kelly_Clarkson,2005,72
572,73,Fantasia,Truth Is,/wiki/Truth_Is_(Fantasia_Barrino_song),Truth Is,/wiki/Fantasia_Barrino,2005,73
573,74,Pretty Ricky,Your Body,/wiki/Your_Body_(Pretty_Ricky_song),Your Body,/wiki/Pretty_Ricky,2005,74
574,75,Jesse McCartney,Beautiful Soul,/wiki/Beautiful_Soul_(song),Beautiful Soul,/wiki/Jesse_McCartney,2005,75
575,76,Gwen Stefani,Cool,/wiki/Cool_(Gwen_Stefani_song),Cool,/wiki/Gwen_Stefani,2005,76
576,77,Ludacris,Get Back,/wiki/Get_Back_(Ludacris_song),Get Back,/wiki/Ludacris,2005,77
577,78,50 Cent,Outta Control,/wiki/Outta_Control_Remix,Outta Control,/wiki/50_Cent,2005,78
577,78,Mobb Deep,Outta Control,/wiki/Outta_Control_Remix,Outta Control,/wiki/Mobb_Deep,2005,78
578,79,T.I.,U Don't Know Me,/wiki/U_Don%27t_Know_Me_(T.I._song),U Don't Know Me,/wiki/T.I.,2005,79
579,80,Natasha Bedingfield,These Words,/wiki/These_Words,These Words,/wiki/Natasha_Bedingfield,2005,80
580,81,The Black Eyed Peas,Don't Lie,/wiki/Don%27t_Lie,Don't Lie,/wiki/The_Black_Eyed_Peas,2005,81
581,82,Jennifer Lopez,Get Right,/wiki/Get_Right_(Jennifer_Lopez_song),Get Right,/wiki/Jennifer_Lopez,2005,82
582,83,John Mayer,Daughters,/wiki/Daughters_(John_Mayer_song),Daughters,/wiki/John_Mayer,2005,83
583,84,Toby Keith,As Good as I Once Was,/wiki/As_Good_as_I_Once_Was,As Good as I Once Was,/wiki/Toby_Keith,2005,84
584,85,Brooke Valentine,Girlfight,/wiki/Girlfight_(song),Girlfight,/wiki/Brooke_Valentine,2005,85
584,85,Lil Jon,Girlfight,/wiki/Girlfight_(song),Girlfight,/wiki/Lil_Jon,2005,85
584,85,Big Boi,Girlfight,/wiki/Girlfight_(song),Girlfight,/wiki/Big_Boi,2005,85
585,86,Destiny's Child,Lose My Breath,/wiki/Lose_My_Breath,Lose My Breath,/wiki/Destiny%27s_Child,2005,86
586,87,John Legend,Ordinary People,/wiki/Ordinary_People_(John_Legend_song),Ordinary People,/wiki/John_Legend,2005,87
587,88,Sean Paul,We Be Burnin',/wiki/We_Be_Burnin%27,We Be Burnin',/wiki/Sean_Paul,2005,88
588,89,The Click Five,Just the Girl,/wiki/Just_the_Girl,Just the Girl,/wiki/The_Click_Five,2005,89
589,90,Ryan Cabrera,True,/wiki/True_(Ryan_Cabrera_song),True,/wiki/Ryan_Cabrera,2005,90
590,91,Omarion,O,/wiki/O_(Omarion_song),O,/wiki/Omarion,2005,91
591,92,Mike Jones,Back Then,/wiki/Back_Then,Back Then,/wiki/Mike_Jones_(rapper),2005,92
592,93,Jay-Z,Numb/Encore,/wiki/Numb/Encore,Numb/Encore,/wiki/Jay-Z,2005,93
592,93,Linkin Park,Numb/Encore,/wiki/Numb/Encore,Numb/Encore,/wiki/Linkin_Park,2005,93
593,94,Ja Rule,Wonderful,/wiki/Wonderful_(Ja_Rule_song),Wonderful,/wiki/Ja_Rule,2005,94
593,94,R. Kelly,Wonderful,/wiki/Wonderful_(Ja_Rule_song),Wonderful,/wiki/R._Kelly,2005,94
593,94,Ashanti,Wonderful,/wiki/Wonderful_(Ja_Rule_song),Wonderful,/wiki/Ashanti_(entertainer),2005,94
594,95,T-Pain,I'm Sprung,/wiki/I%27m_Sprung,I'm Sprung,/wiki/T-Pain,2005,95
595,96,Gavin DeGraw,Chariot,/wiki/Chariot_(song),Chariot,/wiki/Gavin_DeGraw,2005,96
596,97,112,U Already Know,/wiki/U_Already_Know,U Already Know,/wiki/112_(band),2005,97
596,97,Foxy Brown,U Already Know,/wiki/U_Already_Know,U Already Know,/wiki/Foxy_Brown_(rapper),2005,97
597,98,Faith Hill,Mississippi Girl,/wiki/Mississippi_Girl,Mississippi Girl,/wiki/Faith_Hill,2005,98
598,99,Ludacris,Number One Spot,/wiki/Number_One_Spot,Number One Spot,/wiki/Ludacris,2005,99
599,100,Webbie,Give Me That,/wiki/Give_Me_That,Give Me That,/wiki/Webbie,2005,100
599,100,Bun B,Give Me That,/wiki/Give_Me_That,Give Me That,/wiki/Bun_B,2005,100
600,1,Daniel Powter,Bad Day,/wiki/Bad_Day_(Daniel_Powter_song),Bad Day,/wiki/Daniel_Powter,2006,1
601,2,Sean Paul,Temperature,/wiki/Temperature_(song),Temperature,/wiki/Sean_Paul,2006,2
602,3,Nelly Furtado,Promiscuous,/wiki/Promiscuous_(song),Promiscuous,/wiki/Nelly_Furtado,2006,3
602,3,Timbaland,Promiscuous,/wiki/Promiscuous_(song),Promiscuous,/wiki/Timbaland,2006,3
603,4,James Blunt,You're Beautiful,/wiki/You%27re_Beautiful,You're Beautiful,/wiki/James_Blunt,2006,4
604,5,Shakira,Hips Don't Lie,/wiki/Hips_Don%27t_Lie,Hips Don't Lie,/wiki/Shakira,2006,5
604,5,Wyclef Jean,Hips Don't Lie,/wiki/Hips_Don%27t_Lie,Hips Don't Lie,/wiki/Wyclef_Jean,2006,5
605,6,Natasha Bedingfield,Unwritten,/wiki/Unwritten_(song),Unwritten,/wiki/Natasha_Bedingfield,2006,6
606,7,Gnarls Barkley,Crazy,/wiki/Crazy_(Gnarls_Barkley_song),Crazy,/wiki/Gnarls_Barkley,2006,7
607,8,Chamillionaire,Ridin',/wiki/Ridin%27,Ridin',/wiki/Chamillionaire,2006,8
607,8,Krayzie Bone,Ridin',/wiki/Ridin%27,Ridin',/wiki/Krayzie_Bone,2006,8
608,9,Justin Timberlake,SexyBack,/wiki/SexyBack,SexyBack,/wiki/Justin_Timberlake,2006,9
608,9,Timbaland,SexyBack,/wiki/SexyBack,SexyBack,/wiki/Timbaland,2006,9
609,10,Beyoncé,Check on It,/wiki/Check_on_It,Check on It,/wiki/Beyonc%C3%A9_Knowles,2006,10
609,10,Slim Thug,Check on It,/wiki/Check_on_It,Check on It,/wiki/Slim_Thug,2006,10
610,11,Mary J. Blige,Be Without You,/wiki/Be_Without_You,Be Without You,/wiki/Mary_J._Blige,2006,11
611,12,Nelly,Grillz,/wiki/Grillz,Grillz,/wiki/Nelly,2006,12
611,12,Paul Wall,Grillz,/wiki/Grillz,Grillz,/wiki/Paul_Wall,2006,12
611,12,Ali & Gipp,Grillz,/wiki/Grillz,Grillz,/wiki/Ali_%26_Gipp,2006,12
612,13,The Fray,Over My Head (Cable Car),/wiki/Over_My_Head_(Cable_Car),Over My Head (Cable Car),/wiki/The_Fray_(band),2006,13
613,14,Cassie,Me & U,/wiki/Me_%26_U_(Cassie),Me & U,/wiki/Cassie_(singer),2006,14
614,15,Pussycat Dolls,Buttons,/wiki/Buttons_(The_Pussycat_Dolls_song),Buttons,/wiki/Pussycat_Dolls,2006,15
614,15,Snoop Dogg,Buttons,/wiki/Buttons_(The_Pussycat_Dolls_song),Buttons,/wiki/Snoop_Dogg,2006,15
615,16,Chris Brown,Run It!,/wiki/Run_It!,Run It!,/wiki/Chris_Brown_(American_singer),2006,16
615,16,Juelz Santana,Run It!,/wiki/Run_It!,Run It!,/wiki/Juelz_Santana,2006,16
616,17,Ne-Yo,So Sick,/wiki/So_Sick,So Sick,/wiki/Ne-Yo,2006,17
617,18,Yung Joc,It's Goin' Down,/wiki/It%27s_Goin%27_Down_(Yung_Joc_song),It's Goin' Down,/wiki/Yung_Joc,2006,18
617,18,Nitti,It's Goin' Down,/wiki/It%27s_Goin%27_Down_(Yung_Joc_song),It's Goin' Down,/wiki/Nitti_(producer),2006,18
618,19,Rihanna,SOS,/wiki/SOS_(Rihanna_song),SOS,/wiki/Rihanna,2006,19
619,20,Panic! at the Disco,I Write Sins Not Tragedies,/wiki/I_Write_Sins_Not_Tragedies,I Write Sins Not Tragedies,/wiki/Panic!_at_the_Disco,2006,20
620,21,The All-American Rejects,Move Along,/wiki/Move_Along_(song),Move Along,/wiki/The_All-American_Rejects,2006,21
621,22,Fergie,London Bridge,/wiki/London_Bridge_(Fergie_song),London Bridge,/wiki/Fergie_(singer),2006,22
622,23,Red Hot Chili Peppers,Dani California,/wiki/Dani_California,Dani California,/wiki/Red_Hot_Chili_Peppers,2006,23
623,24,Lil Jon,Snap Yo Fingers,/wiki/Snap_Yo_Fingers,Snap Yo Fingers,/wiki/Lil_Jon,2006,24
623,24,E-40,Snap Yo Fingers,/wiki/Snap_Yo_Fingers,Snap Yo Fingers,/wiki/E-40,2006,24
623,24,Sean Paul,Snap Yo Fingers,/wiki/Snap_Yo_Fingers,Snap Yo Fingers,/wiki/YoungBloodZ,2006,24
624,25,Dem Franchize Boyz,"Lean wit It, Rock wit It","/wiki/Lean_wit_It,_Rock_wit_It","Lean wit It, Rock wit It",/wiki/Dem_Franchize_Boyz,2006,25
625,26,Rascal Flatts,What Hurts the Most,/wiki/What_Hurts_the_Most,What Hurts the Most,/wiki/Rascal_Flatts,2006,26
626,27,The Fray,How to Save a Life,/wiki/How_to_Save_a_Life_(song),How to Save a Life,/wiki/The_Fray_(band),2006,27
627,28,Rihanna,Unfaithful,/wiki/Unfaithful_(song),Unfaithful,/wiki/Rihanna,2006,28
628,29,Snow Patrol,Chasing Cars,/wiki/Chasing_Cars,Chasing Cars,/wiki/Snow_Patrol,2006,29
629,30,Hinder,Lips of an Angel,/wiki/Lips_of_an_Angel,Lips of an Angel,/wiki/Hinder,2006,30
630,31,Cascada,Everytime We Touch,/wiki/Everytime_We_Touch_(Cascada_song),Everytime We Touch,/wiki/Cascada,2006,31
631,32,Christina Aguilera,Ain't No Other Man,/wiki/Ain%27t_No_Other_Man,Ain't No Other Man,/wiki/Christina_Aguilera,2006,32
632,33,Fall Out Boy,"Dance, Dance","/wiki/Dance,_Dance_(Fall_Out_Boy_song)","Dance, Dance",/wiki/Fall_Out_Boy,2006,33
633,34,Kanye West,Gold Digger,/wiki/Gold_Digger_(Kanye_West_song),Gold Digger,/wiki/Kanye_West,2006,34
633,34,Jamie Foxx,Gold Digger,/wiki/Gold_Digger_(Kanye_West_song),Gold Digger,/wiki/Jamie_Foxx,2006,34
634,35,Ludacris,Money Maker,/wiki/Money_Maker,Money Maker,/wiki/Ludacris,2006,35
634,35,Pharrell,Money Maker,/wiki/Money_Maker,Money Maker,/wiki/Pharrell_Williams,2006,35
635,36,Bubba Sparxxx,Ms. New Booty,/wiki/Ms._New_Booty,Ms. New Booty,/wiki/Bubba_Sparxxx,2006,36
635,36,Ying Yang Twins,Ms. New Booty,/wiki/Ms._New_Booty,Ms. New Booty,/wiki/Ying_Yang_Twins,2006,36
636,37,Sean Paul,(When You Gonna) Give It Up to Me,/wiki/(When_You_Gonna)_Give_It_Up_to_Me,(When You Gonna) Give It Up to Me,/wiki/Sean_Paul,2006,37
636,37,Keyshia Cole,(When You Gonna) Give It Up to Me,/wiki/(When_You_Gonna)_Give_It_Up_to_Me,(When You Gonna) Give It Up to Me,/wiki/Keyshia_Cole,2006,37
637,38,Nickelback,Photograph,/wiki/Photograph_(Nickelback_song),Photograph,/wiki/Nickelback,2006,38
638,39,Kelly Clarkson,Because of You,/wiki/Because_of_You_(Kelly_Clarkson_song),Because of You,/wiki/Kelly_Clarkson,2006,39
639,40,Pussycat Dolls,Stickwitu,/wiki/Stickwitu,Stickwitu,/wiki/Pussycat_Dolls,2006,40
640,41,T-Pain,I'm 'n Luv (wit a Stripper),/wiki/I%27m_%27n_Luv_(wit_a_Stripper),I'm 'n Luv (wit a Stripper),/wiki/T-Pain,2006,41
640,41,Mike Jones,I'm 'n Luv (wit a Stripper),/wiki/I%27m_%27n_Luv_(wit_a_Stripper),I'm 'n Luv (wit a Stripper),/wiki/Mike_Jones_(rapper),2006,41
641,42,The Black Eyed Peas,My Humps,/wiki/My_Humps,My Humps,/wiki/The_Black_Eyed_Peas,2006,42
642,43,Fort Minor,Where'd You Go,/wiki/Where%27d_You_Go_(Fort_Minor_song),Where'd You Go,/wiki/Fort_Minor,2006,43
642,43,Holly Brook,Where'd You Go,/wiki/Where%27d_You_Go_(Fort_Minor_song),Where'd You Go,/wiki/Skylar_Grey,2006,43
642,43,Jonah Matranga,Where'd You Go,/wiki/Where%27d_You_Go_(Fort_Minor_song),Where'd You Go,/wiki/Jonah_Matranga,2006,43
643,44,Chris Brown,Yo (Excuse Me Miss),/wiki/Yo_(Excuse_Me_Miss),Yo (Excuse Me Miss),/wiki/Chris_Brown_(American_singer),2006,44
644,45,Kelly Clarkson,Walk Away,/wiki/Walk_Away_(Kelly_Clarkson_song),Walk Away,/wiki/Kelly_Clarkson,2006,45
645,46,D4L,Laffy Taffy,/wiki/Laffy_Taffy_(song),Laffy Taffy,/wiki/D4L,2006,46
646,47,T.I.,What You Know,/wiki/What_You_Know_(T.I._song),What You Know,/wiki/T.I.,2006,47
647,48,The All-American Rejects,Dirty Little Secret,/wiki/Dirty_Little_Secret,Dirty Little Secret,/wiki/The_All-American_Rejects,2006,48
648,49,Nickelback,Savin' Me,/wiki/Savin%27_Me,Savin' Me,/wiki/Nickelback,2006,49
649,50,Mariah Carey,Don't Forget About Us,/wiki/Don%27t_Forget_About_Us,Don't Forget About Us,/wiki/Mariah_Carey,2006,50
650,51,Ne-Yo,Sexy Love,/wiki/Sexy_Love,Sexy Love,/wiki/Ne-Yo,2006,51
651,52,E-40,U and Dat,/wiki/U_and_Dat,U and Dat,/wiki/E-40,2006,52
651,52,T-Pain,U and Dat,/wiki/U_and_Dat,U and Dat,/wiki/T-Pain,2006,52
651,52,Kandi Girl,U and Dat,/wiki/U_and_Dat,U and Dat,/wiki/Kandi_Burruss,2006,52
652,53,Nickelback,Far Away,/wiki/Far_Away_(Nickelback_song),Far Away,/wiki/Nickelback,2006,53
653,54,Nick Lachey,What's Left of Me,/wiki/What%27s_Left_of_Me_(song),What's Left of Me,/wiki/Nick_Lachey,2006,54
654,55,Field Mob,So What,/wiki/So_What_(Field_Mob_song),So What,/wiki/Field_Mob,2006,55
654,55,Ciara,So What,/wiki/So_What_(Field_Mob_song),So What,/wiki/Ciara,2006,55
655,56,Cherish,Do It to It,/wiki/Do_It_to_It,Do It to It,/wiki/Cherish_(band),2006,56
655,56,Sean P,Do It to It,/wiki/Do_It_to_It,Do It to It,/wiki/YoungBloodZ,2006,56
656,57,KT Tunstall,Black Horse and the Cherry Tree,/wiki/Black_Horse_and_the_Cherry_Tree,Black Horse and the Cherry Tree,/wiki/KT_Tunstall,2006,57
657,58,Juelz Santana,There It Go (The Whistle Song),/wiki/There_It_Go_(The_Whistle_Song),There It Go (The Whistle Song),/wiki/Juelz_Santana,2006,58
658,59,Young Dro,Shoulder Lean,/wiki/Shoulder_Lean,Shoulder Lean,/wiki/Young_Dro,2006,59
658,59,T.I.,Shoulder Lean,/wiki/Shoulder_Lean,Shoulder Lean,/wiki/T.I.,2006,59
659,60,Jamie Foxx,Unpredictable,/wiki/Unpredictable_(Jamie_Foxx_song),Unpredictable,/wiki/Jamie_Foxx,2006,60
659,60,Ludacris,Unpredictable,/wiki/Unpredictable_(Jamie_Foxx_song),Unpredictable,/wiki/Ludacris,2006,60
660,61,Justin Timberlake,My Love,/wiki/My_Love_(Justin_Timberlake_song),My Love,/wiki/Justin_Timberlake,2006,61
660,61,T.I.,My Love,/wiki/My_Love_(Justin_Timberlake_song),My Love,/wiki/T.I.,2006,61
661,62,Eminem,Shake That,/wiki/Shake_That,Shake That,/wiki/Eminem,2006,62
661,62,Nate Dogg,Shake That,/wiki/Shake_That,Shake That,/wiki/Nate_Dogg,2006,62
662,63,Chingy,Pullin' Me Back,/wiki/Pullin%27_Me_Back,Pullin' Me Back,/wiki/Chingy,2006,63
662,63,Tyrese,Pullin' Me Back,/wiki/Pullin%27_Me_Back,Pullin' Me Back,/wiki/Tyrese_Gibson,2006,63
663,64,Kelis,Bossy,/wiki/Bossy_(Kelis_song),Bossy,/wiki/Kelis,2006,64
663,64,Too Short,Bossy,/wiki/Bossy_(Kelis_song),Bossy,/wiki/Too_Short,2006,64
664,65,Jibbs,Chain Hang Low,/wiki/Chain_Hang_Low,Chain Hang Low,/wiki/Jibbs,2006,65
665,66,Akon,Smack That,/wiki/Smack_That,Smack That,/wiki/Akon,2006,66
665,66,Eminem,Smack That,/wiki/Smack_That,Smack That,/wiki/Eminem,2006,66
666,67,Ray J,One Wish,/wiki/One_Wish_(Ray_J_song),One Wish,/wiki/Ray_J,2006,67
667,68,Fall Out Boy,"Sugar, We're Goin Down","/wiki/Sugar,_We%27re_Goin_Down","Sugar, We're Goin Down",/wiki/Fall_Out_Boy,2006,68
668,69,Chris Brown,Gimme That,/wiki/Gimme_That,Gimme That,/wiki/Chris_Brown_(American_singer),2006,69
668,69,Lil Wayne,Gimme That,/wiki/Gimme_That,Gimme That,/wiki/Lil_Wayne,2006,69
669,70,Yung Joc,I Know You See It,/wiki/I_Know_You_See_It,I Know You See It,/wiki/Yung_Joc,2006,70
670,71,Bon Jovi,Who Says You Can't Go Home,/wiki/Who_Says_You_Can%27t_Go_Home,Who Says You Can't Go Home,/wiki/Bon_Jovi,2006,71
670,71,Jennifer Nettles,Who Says You Can't Go Home,/wiki/Who_Says_You_Can%27t_Go_Home,Who Says You Can't Go Home,/wiki/Jennifer_Nettles,2006,71
671,72,JoJo,Too Little Too Late,/wiki/Too_Little_Too_Late,Too Little Too Late,/wiki/JoJo_(singer),2006,72
672,73,Busta Rhymes,Touch It,/wiki/Touch_It,Touch It,/wiki/Busta_Rhymes,2006,73
673,74,Daddy Yankee,Rompe,/wiki/Rompe,Rompe,/wiki/Daddy_Yankee,2006,74
674,75,Beyoncé,Déjà Vu,/wiki/D%C3%A9j%C3%A0_Vu_(Beyonc%C3%A9_Knowles_song),Déjà Vu,/wiki/Beyonc%C3%A9_Knowles,2006,75
674,75,Jay-Z,Déjà Vu,/wiki/D%C3%A9j%C3%A0_Vu_(Beyonc%C3%A9_Knowles_song),Déjà Vu,/wiki/Jay-Z,2006,75
675,76,Rascal Flatts,Life Is a Highway,/wiki/Life_Is_a_Highway,Life Is a Highway,/wiki/Rascal_Flatts,2006,76
676,77,Evanescence,Call Me When You're Sober,/wiki/Call_Me_When_You%27re_Sober,Call Me When You're Sober,/wiki/Evanescence,2006,77
677,78,Carrie Underwood,"Jesus, Take the Wheel","/wiki/Jesus,_Take_the_Wheel","Jesus, Take the Wheel",/wiki/Carrie_Underwood,2006,78
678,79,Danity Kane,Show Stopper,/wiki/Show_Stopper,Show Stopper,/wiki/Danity_Kane,2006,79
678,79,Yung Joc,Show Stopper,/wiki/Show_Stopper,Show Stopper,/wiki/Yung_Joc,2006,79
679,80,Ciara,Get Up,/wiki/Get_Up_(Ciara_song),Get Up,/wiki/Ciara,2006,80
679,80,Chamillionaire,Get Up,/wiki/Get_Up_(Ciara_song),Get Up,/wiki/Chamillionaire,2006,80
680,81,Sean Paul,We Be Burnin',/wiki/We_Be_Burnin%27,We Be Burnin',/wiki/Sean_Paul,2006,81
681,82,Blue October,Hate Me,/wiki/Hate_Me_(Blue_October_song),Hate Me,/wiki/Blue_October,2006,82
682,83,Lifehouse,You and Me,/wiki/You_and_Me_(Lifehouse_song),You and Me,/wiki/Lifehouse_(band),2006,83
683,84,Pussycat Dolls,Beep,/wiki/Beep_(The_Pussycat_Dolls_song),Beep,/wiki/Pussycat_Dolls,2006,84
683,84,will.i.am,Beep,/wiki/Beep_(The_Pussycat_Dolls_song),Beep,/wiki/Will.i.am,2006,84
684,85,Dem Franchize Boyz,I Think They Like Me,/wiki/I_Think_They_Like_Me,I Think They Like Me,/wiki/Dem_Franchize_Boyz,2006,85
684,85,Jermaine Dupri,I Think They Like Me,/wiki/I_Think_They_Like_Me,I Think They Like Me,/wiki/Jermaine_Dupri,2006,85
684,85,Da Brat,I Think They Like Me,/wiki/I_Think_They_Like_Me,I Think They Like Me,/wiki/Da_Brat,2006,85
684,85,Bow Wow,I Think They Like Me,/wiki/I_Think_They_Like_Me,I Think They Like Me,/wiki/Bow_Wow_(rapper),2006,85
685,86,Chris Brown,Say Goodbye,/wiki/Say_Goodbye_(Chris_Brown_song),Say Goodbye,/wiki/Chris_Brown_(American_singer),2006,86
686,87,John Mayer,Waiting on the World to Change,/wiki/Waiting_on_the_World_to_Change,Waiting on the World to Change,/wiki/John_Mayer,2006,87
687,88,Young Jeezy,Soul Survivor,/wiki/Soul_Survivor_(Young_Jeezy_song),Soul Survivor,/wiki/Young_Jeezy,2006,88
687,88,Akon,Soul Survivor,/wiki/Soul_Survivor_(Young_Jeezy_song),Soul Survivor,/wiki/Akon,2006,88
688,89,The Black Eyed Peas,Pump It,/wiki/Pump_It,Pump It,/wiki/The_Black_Eyed_Peas,2006,89
689,90,Eminem,When I'm Gone,/wiki/When_I%27m_Gone_(Eminem_song),When I'm Gone,/wiki/Eminem,2006,90
690,91,Madonna,Hung Up,/wiki/Hung_Up,Hung Up,/wiki/Madonna_(entertainer),2006,91
691,92,Three 6 Mafia,Stay Fly,/wiki/Stay_Fly,Stay Fly,/wiki/Three_6_Mafia,2006,92
691,92,Young Buck,Stay Fly,/wiki/Stay_Fly,Stay Fly,/wiki/Young_Buck,2006,92
691,92,8Ball & MJG,Stay Fly,/wiki/Stay_Fly,Stay Fly,/wiki/8Ball_%26_MJG,2006,92
692,93,Keyshia Cole,Love,/wiki/Love_(Keyshia_Cole_song),Love,/wiki/Keyshia_Cole,2006,93
693,94,Ne-Yo,When You're Mad,/wiki/When_You%27re_Mad,When You're Mad,/wiki/Ne-Yo,2006,94
694,95,T.I.,Why You Wanna,/wiki/Why_You_Wanna,Why You Wanna,/wiki/T.I.,2006,95
695,96,Pink,Stupid Girls,/wiki/Stupid_Girls,Stupid Girls,/wiki/Pink_(singer),2006,96
696,97,Gorillaz,Feel Good Inc.,/wiki/Feel_Good_Inc.,Feel Good Inc.,/wiki/Gorillaz,2006,97
697,98,T-Pain,I'm Sprung,/wiki/I%27m_Sprung,I'm Sprung,/wiki/T-Pain,2006,98
698,99,Taylor Hicks,Do I Make You Proud,/wiki/Do_I_Make_You_Proud,Do I Make You Proud,/wiki/Taylor_Hicks,2006,99
699,100,Teddy Geiger,For You I Will (Confidence),/wiki/For_You_I_Will_(Confidence),For You I Will (Confidence),/wiki/Teddy_Geiger,2006,100
700,1,Beyoncé,Irreplaceable,/wiki/Irreplaceable,Irreplaceable,/wiki/Beyonc%C3%A9,2007,1
701,2,Rihanna,Umbrella,/wiki/Umbrella_(song),Umbrella,/wiki/Rihanna,2007,2
701,2,Jay-Z,Umbrella,/wiki/Umbrella_(song),Umbrella,/wiki/Jay-Z,2007,2
702,3,Gwen Stefani,The Sweet Escape,/wiki/The_Sweet_Escape_(song),The Sweet Escape,/wiki/Gwen_Stefani,2007,3
702,3,Akon,The Sweet Escape,/wiki/The_Sweet_Escape_(song),The Sweet Escape,/wiki/Akon,2007,3
703,4,Fergie,Big Girls Don't Cry,/wiki/Big_Girls_Don%27t_Cry_(Fergie_song),Big Girls Don't Cry,/wiki/Fergie_(singer),2007,4
704,5,T-Pain,Buy U a Drank (Shawty Snappin'),/wiki/Buy_U_a_Drank_(Shawty_Snappin%27),Buy U a Drank (Shawty Snappin'),/wiki/T-Pain,2007,5
