,index,artist,ranking,song,songurl,titletext,url,year
1178,78,Jake Owen,"79
",Barefoot Blue Jean Night,/wiki/Barefoot_Blue_Jean_Night_(song),Barefoot Blue Jean Night,/wiki/Jake_Owen,2011
1179,79,Zac Brown Band,"80
",Knee Deep,/wiki/Knee_Deep,Knee Deep,/wiki/Zac_Brown_Band,2011
1180,80,Luke Bryan,"81
",Country Girl (Shake It for Me),/wiki/Country_Girl_(Shake_It_for_Me),Country Girl (Shake It for Me),/wiki/Luke_Bryan,2011
1181,81,Brad Paisley,"82
",Remind Me,/wiki/Remind_Me_(Brad_Paisley_and_Carrie_Underwood_song),Remind Me,/wiki/Brad_Paisley,2011
1182,82,Dev,"83
",In the Dark,/wiki/In_the_Dark_(Dev_song),In the Dark,/wiki/Dev_(singer),2011
1183,83,New Boyz,"84
",Backseat,/wiki/Backseat_(song),Backseat,/wiki/New_Boyz,2011
1184,84,Drake,"85
",Headlines,/wiki/Headlines_(Drake_song),Headlines,/wiki/Drake_(musician),2011
1185,85,Beyoncé,"86
",Best Thing I Never Had,/wiki/Best_Thing_I_Never_Had,Best Thing I Never Had,/wiki/Beyonc%C3%A9,2011
1186,86,Jason Derulo,"87
",Don't Wanna Go Home,/wiki/Don%27t_Wanna_Go_Home,Don't Wanna Go Home,/wiki/Jason_Derulo,2011
1187,87,David Guetta,"88
",Where Them Girls At,/wiki/Where_Them_Girls_At,Where Them Girls At,/wiki/David_Guetta,2011
1188,88,Chris Brown,"89
",She Ain't You,/wiki/She_Ain%27t_You,She Ain't You,/wiki/Chris_Brown,2011
1189,89,Rodney Atkins,"90
",Take a Back Road,/wiki/Take_a_Back_Road_(song),Take a Back Road,/wiki/Rodney_Atkins,2011
1190,90,Mike Posner,"91
",Please Don't Go,/wiki/Please_Don%27t_Go_(Mike_Posner_song),Please Don't Go,/wiki/Mike_Posner,2011
1191,91,Miguel,"92
",Sure Thing,/wiki/Sure_Thing_(Miguel_song),Sure Thing,/wiki/Miguel_(singer),2011
1192,92,Jessie J,"93
",Price Tag,/wiki/Price_Tag,Price Tag,/wiki/Jessie_J,2011
1193,93,Blake Shelton,"94
",God Gave Me You,/wiki/God_Gave_Me_You#Blake_Shelton_version,God Gave Me You,/wiki/Blake_Shelton,2011
1194,94,Lil Wayne,"95
",She Will,/wiki/She_Will,She Will,/wiki/Lil_Wayne,2011
1195,95,Thompson Square,"96
",Are You Gonna Kiss Me or Not,/wiki/Are_You_Gonna_Kiss_Me_or_Not,Are You Gonna Kiss Me or Not,/wiki/Thompson_Square,2011
1196,96,Neon Trees,"97
",Animal,/wiki/Animal_(Neon_Trees_song),Animal,/wiki/Neon_Trees,2011
1197,97,Kenny Chesney,"98
",You and Tequila,/wiki/You_and_Tequila,You and Tequila,/wiki/Kenny_Chesney,2011
1198,98,Zac Brown Band,"99
",Colder Weather,/wiki/Colder_Weather,Colder Weather,/wiki/Zac_Brown_Band,2011
1199,99,Big Sean,"100
",My Last,/wiki/My_Last,My Last,/wiki/Big_Sean,2011
1200,0,Gotye,"1
",Somebody That I Used to Know,/wiki/Somebody_That_I_Used_to_Know,Somebody That I Used to Know,/wiki/Gotye,2012
1201,1,Carly Rae Jepsen,"2
",Call Me Maybe,/wiki/Call_Me_Maybe,Call Me Maybe,/wiki/Carly_Rae_Jepsen,2012
1202,2,Fun,"3
",We Are Young,/wiki/We_Are_Young,We Are Young,/wiki/Fun_(band),2012
1203,3,Maroon 5,"4
",Payphone,/wiki/Payphone_(song),Payphone,/wiki/Maroon_5,2012
1204,4,Ellie Goulding,"5
",Lights,/wiki/Lights_(Ellie_Goulding_song),Lights,/wiki/Ellie_Goulding,2012
1205,5,The Wanted,"6
",Glad You Came,/wiki/Glad_You_Came,Glad You Came,/wiki/The_Wanted,2012
1206,6,Kelly Clarkson,"7
",Stronger (What Doesn't Kill You),/wiki/Stronger_(What_Doesn%27t_Kill_You),Stronger (What Doesn't Kill You),/wiki/Kelly_Clarkson,2012
1207,7,Rihanna,"8
",We Found Love,/wiki/We_Found_Love,We Found Love,/wiki/Rihanna,2012
1208,8,Nicki Minaj,"9
",Starships,/wiki/Starships_(song),Starships,/wiki/Nicki_Minaj,2012
1209,9,One Direction,"10
",What Makes You Beautiful,/wiki/What_Makes_You_Beautiful,What Makes You Beautiful,/wiki/One_Direction,2012
1210,10,Flo Rida,"11
",Wild Ones,/wiki/Wild_Ones_(song),Wild Ones,/wiki/Flo_Rida,2012
1211,11,Adele,"12
",Set Fire to the Rain,/wiki/Set_Fire_to_the_Rain,Set Fire to the Rain,/wiki/Adele,2012
1212,12,LMFAO,"13
",Sexy and I Know It,/wiki/Sexy_and_I_Know_It,Sexy and I Know It,/wiki/LMFAO,2012
1213,13,Fun,"14
",Some Nights,/wiki/Some_Nights_(song),Some Nights,/wiki/Fun_(band),2012
1214,14,Katy Perry,"15
",Wide Awake,/wiki/Wide_Awake_(Katy_Perry_song),Wide Awake,/wiki/Katy_Perry,2012
1215,15,Flo Rida,"16
",Good Feeling,/wiki/Good_Feeling_(song),Good Feeling,/wiki/Flo_Rida,2012
1216,16,Flo Rida,"17
",Whistle,/wiki/Whistle_(Flo_Rida_song),Whistle,/wiki/Flo_Rida,2012
1217,17,Maroon 5,"18
",One More Night,/wiki/One_More_Night_(Maroon_5_song),One More Night,/wiki/Maroon_5,2012
1218,18,Train,"19
",Drive By,/wiki/Drive_By_(song),Drive By,/wiki/Train_(band),2012
1219,19,Drake,"20
",The Motto,/wiki/The_Motto,The Motto,/wiki/Drake_(musician),2012
1220,20,Rihanna,"21
",Where Have You Been,/wiki/Where_Have_You_Been,Where Have You Been,/wiki/Rihanna,2012
1221,21,Neon Trees,"22
",Everybody Talks,/wiki/Everybody_Talks,Everybody Talks,/wiki/Neon_Trees,2012
1222,22,Drake,"23
",Take Care,/wiki/Take_Care_(song),Take Care,/wiki/Drake_(musician),2012
1223,23,David Guetta,"24
",Titanium,/wiki/Titanium_(song),Titanium,/wiki/David_Guetta,2012
1224,24,Jason Mraz,"25
",I Won't Give Up,/wiki/I_Won%27t_Give_Up,I Won't Give Up,/wiki/Jason_Mraz,2012
1225,25,Bruno Mars,"26
",It Will Rain,/wiki/It_Will_Rain,It Will Rain,/wiki/Bruno_Mars,2012
1226,26,Kanye West,"27
",Mercy,/wiki/Mercy_(GOOD_Music_song),Mercy,/wiki/Kanye_West,2012
1227,27,Justin Bieber,"28
",Boyfriend,/wiki/Boyfriend_(Justin_Bieber_song),Boyfriend,/wiki/Justin_Bieber,2012
1228,28,LMFAO,"29
",Party Rock Anthem,/wiki/Party_Rock_Anthem,Party Rock Anthem,/wiki/LMFAO,2012
1229,29,Alex Clare,"30
",Too Close,/wiki/Too_Close_(Alex_Clare_song),Too Close,/wiki/Alex_Clare,2012
1230,30,Katy Perry,"31
",Part of Me,/wiki/Part_of_Me_(Katy_Perry_song),Part of Me,/wiki/Katy_Perry,2012
1231,31,Snoop Dogg,"32
","Young, Wild & Free","/wiki/Young,_Wild_%26_Free","Young, Wild & Free",/wiki/Snoop_Dogg,2012
1232,32,Taylor Swift,"33
",We Are Never Ever Getting Back Together,/wiki/We_Are_Never_Ever_Getting_Back_Together,We Are Never Ever Getting Back Together,/wiki/Taylor_Swift,2012
1233,33,Justin Bieber,"34
",As Long as You Love Me,/wiki/As_Long_as_You_Love_Me_(Justin_Bieber_song),As Long as You Love Me,/wiki/Justin_Bieber,2012
1234,34,David Guetta,"35
",Turn Me On,/wiki/Turn_Me_On_(David_Guetta_song),Turn Me On,/wiki/David_Guetta,2012
1235,35,Maroon 5,"36
",Moves like Jagger,/wiki/Moves_like_Jagger,Moves like Jagger,/wiki/Maroon_5,2012
1236,36,Pink,"37
",Blow Me (One Last Kiss),/wiki/Blow_Me_(One_Last_Kiss),Blow Me (One Last Kiss),/wiki/Pink_(singer),2012
1237,37,Owl City,"38
",Good Time,/wiki/Good_Time_(Owl_City_and_Carly_Rae_Jepsen_song),Good Time,/wiki/Owl_City,2012
1238,38,Demi Lovato,"39
",Give Your Heart a Break,/wiki/Give_Your_Heart_a_Break,Give Your Heart a Break,/wiki/Demi_Lovato,2012
1239,39,Jay-Z,"40
",Niggas in Paris,/wiki/Niggas_in_Paris,Niggas in Paris,/wiki/Jay-Z,2012
1240,40,Katy Perry,"41
",The One That Got Away,/wiki/The_One_That_Got_Away_(Katy_Perry_song),The One That Got Away,/wiki/Katy_Perry,2012
1241,41,Calvin Harris,"42
",Feel So Close,/wiki/Feel_So_Close,Feel So Close,/wiki/Calvin_Harris,2012
1242,42,Adele,"43
",Someone like You,/wiki/Someone_like_You_(Adele_song),Someone like You,/wiki/Adele,2012
1243,43,Usher,"44
",Scream,/wiki/Scream_(Usher_song),Scream,/wiki/Usher_(musician),2012
1244,44,Tyga,"45
",Rack City,/wiki/Rack_City,Rack City,/wiki/Tyga,2012
1245,45,Jessie J,"46
",Domino,/wiki/Domino_(Jessie_J_song),Domino,/wiki/Jessie_J,2012
1246,46,Psy,"47
",Gangnam Style,/wiki/Gangnam_Style,Gangnam Style,/wiki/Psy,2012
1247,47,Pitbull,"48
",International Love,/wiki/International_Love,International Love,/wiki/Pitbull_(rapper),2012
1248,48,Phillip Phillips,"49
",Home,/wiki/Home_(Phillip_Phillips_song),Home,/wiki/Phillip_Phillips,2012
1249,49,David Guetta,"50
",Without You,/wiki/Without_You_(David_Guetta_song),Without You,/wiki/David_Guetta,2012
1250,50,Gym Class Heroes,"51
",Ass Back Home,/wiki/Ass_Back_Home,Ass Back Home,/wiki/Gym_Class_Heroes,2012
1251,51,Hunter Hayes,"52
",Wanted,/wiki/Wanted_(Hunter_Hayes_song),Wanted,/wiki/Hunter_Hayes,2012
1252,52,Luke Bryan,"53
",Drunk on You,/wiki/Drunk_on_You,Drunk on You,/wiki/Luke_Bryan,2012
1253,53,2 Chainz,"54
",No Lie,/wiki/No_Lie_(2_Chainz_song),No Lie,/wiki/2_Chainz,2012
1254,54,Cher Lloyd,"55
",Want U Back,/wiki/Want_U_Back,Want U Back,/wiki/Cher_Lloyd,2012
1255,55,Chris Brown,"56
",Don't Wake Me Up,/wiki/Don%27t_Wake_Me_Up_(song),Don't Wake Me Up,/wiki/Chris_Brown,2012
1256,56,Big Sean,"57
",Dance (A$$),/wiki/Dance_(A$$),Dance (A$$),/wiki/Big_Sean,2012
1257,57,Eric Church,"58
",Springsteen,/wiki/Springsteen_(song),Springsteen,/wiki/Eric_Church,2012
1258,58,Karmin,"59
",Brokenhearted,/wiki/Brokenhearted_(Karmin_song),Brokenhearted,/wiki/Karmin,2012
1259,59,Gavin DeGraw,"60
",Not Over You,/wiki/Not_Over_You,Not Over You,/wiki/Gavin_DeGraw,2012
1260,60,Gym Class Heroes,"61
",Stereo Hearts,/wiki/Stereo_Hearts,Stereo Hearts,/wiki/Gym_Class_Heroes,2012
1261,61,Pitbull,"62
",Back in Time,/wiki/Back_in_Time_(Pitbull_song),Back in Time,/wiki/Pitbull_(rapper),2012
1262,62,J. Cole,"63
",Work Out,/wiki/Work_Out_(song),Work Out,/wiki/J._Cole,2012
1263,63,Adele,"64
",Rumour Has It,/wiki/Rumour_Has_It_(Adele_song),Rumour Has It,/wiki/Adele,2012
1264,64,Calvin Harris,"65
",Let's Go,/wiki/Let%27s_Go_(Calvin_Harris_song),Let's Go,/wiki/Calvin_Harris,2012
1265,65,Carrie Underwood,"66
",Good Girl,/wiki/Good_Girl_(Carrie_Underwood_song),Good Girl,/wiki/Carrie_Underwood,2012
1266,66,Little Big Town,"67
",Pontoon,/wiki/Pontoon_(song),Pontoon,/wiki/Little_Big_Town,2012
1267,67,The Lumineers,"68
",Ho Hey,/wiki/Ho_Hey,Ho Hey,/wiki/The_Lumineers,2012
1268,68,Coldplay,"69
",Paradise,/wiki/Paradise_(Coldplay_song),Paradise,/wiki/Coldplay,2012
1269,69,Carrie Underwood,"70
",Blown Away,/wiki/Blown_Away_(Carrie_Underwood_song),Blown Away,/wiki/Carrie_Underwood,2012
1270,70,Adele,"71
",Rolling in the Deep,/wiki/Rolling_in_the_Deep,Rolling in the Deep,/wiki/Adele,2012
1271,71,Usher,"72
",Climax,/wiki/Climax_(Usher_song),Climax,/wiki/Usher_(musician),2012
1272,72,Wiz Khalifa,"73
","Work Hard, Play Hard","/wiki/Work_Hard,_Play_Hard","Work Hard, Play Hard",/wiki/Wiz_Khalifa,2012
1273,73,Ne-Yo,"74
",Let Me Love You (Until You Learn to Love Yourself),/wiki/Let_Me_Love_You_(Until_You_Learn_to_Love_Yourself),Let Me Love You (Until You Learn to Love Yourself),/wiki/Ne-Yo,2012
1274,74,Nicki Minaj,"75
",Pound the Alarm,/wiki/Pound_the_Alarm,Pound the Alarm,/wiki/Nicki_Minaj,2012
1275,75,Kenny Chesney,"76
",Come Over,/wiki/Come_Over_(Kenny_Chesney_song),Come Over,/wiki/Kenny_Chesney,2012
1276,76,Trey Songz,"77
",Heart Attack,/wiki/Heart_Attack_(Trey_Songz_song),Heart Attack,/wiki/Trey_Songz,2012
1277,77,Kirko Bangz,"78
",Drank in My Cup,/wiki/Drank_in_My_Cup,Drank in My Cup,/wiki/Kirko_Bangz,2012
1278,78,Rihanna,"79
",Birthday Cake,/wiki/Birthday_Cake_(song),Birthday Cake,/wiki/Rihanna,2012
1279,79,B.o.B,"80
",So Good,/wiki/So_Good_(B.o.B_song),So Good,/wiki/B.o.B,2012
1280,80,Train,"81
",50 Ways to Say Goodbye,/wiki/50_Ways_to_Say_Goodbye,50 Ways to Say Goodbye,/wiki/Train_(band),2012
1281,81,Toby Keith,"82
",Red Solo Cup,/wiki/Red_Solo_Cup,Red Solo Cup,/wiki/Toby_Keith,2012
1282,82,Selena Gomez & the Scene,"83
",Love You like a Love Song,/wiki/Love_You_like_a_Love_Song,Love You like a Love Song,/wiki/Selena_Gomez_%26_the_Scene,2012
1283,83,Chris Brown,"84
",Turn Up the Music,/wiki/Turn_Up_the_Music_(Chris_Brown_song),Turn Up the Music,/wiki/Chris_Brown,2012
1284,84,Kesha,"85
",Die Young,/wiki/Die_Young_(Kesha_song),Die Young,/wiki/Kesha,2012
1285,85,T-Pain,"86
",5 O'Clock,/wiki/5_O%27Clock_(T-Pain_song),5 O'Clock,/wiki/T-Pain,2012
1286,86,Christina Perri,"87
",A Thousand Years,/wiki/A_Thousand_Years_(Christina_Perri_song),A Thousand Years,/wiki/Christina_Perri,2012
1287,87,Jason Aldean,"88
",Take a Little Ride,/wiki/Take_a_Little_Ride,Take a Little Ride,/wiki/Jason_Aldean,2012
1288,88,Rihanna,"89
",You da One,/wiki/You_da_One,You da One,/wiki/Rihanna,2012
1289,89,Havana Brown,"90
",We Run the Night,/wiki/We_Run_the_Night,We Run the Night,/wiki/Havana_Brown_(musician),2012
1290,90,Imagine Dragons,"91
",It's Time,/wiki/It%27s_Time_(Imagine_Dragons_song),It's Time,/wiki/Imagine_Dragons,2012
1291,91,Cash Out,"92
",Cashin' Out,/wiki/Cashin%27_Out,Cashin' Out,/wiki/Cash_Out,2012
1292,92,Luke Bryan,"93
",I Don't Want This Night to End,/wiki/I_Don%27t_Want_This_Night_to_End,I Don't Want This Night to End,/wiki/Luke_Bryan,2012
1293,93,Rihanna,"94
",Diamonds,/wiki/Diamonds_(Rihanna_song),Diamonds,/wiki/Rihanna,2012
1294,94,Lee Brice,"95
",Hard to Love,/wiki/Hard_to_Love,Hard to Love,/wiki/Lee_Brice,2012
1295,95,Kip Moore,"96
",Somethin' 'Bout a Truck,/wiki/Somethin%27_%27Bout_a_Truck,Somethin' 'Bout a Truck,/wiki/Kip_Moore,2012
1296,96,Miguel,"97
",Adorn,/wiki/Adorn_(song),Adorn,/wiki/Miguel_(singer),2012
1297,97,Jason Aldean,"98
",Fly Over States,/wiki/Fly_Over_States,Fly Over States,/wiki/Jason_Aldean,2012
1298,98,Eli Young Band,"99
",Even If It Breaks Your Heart,/wiki/Even_If_It_Breaks_Your_Heart,Even If It Breaks Your Heart,/wiki/Eli_Young_Band,2012
1299,99,Linkin Park,"100
",Burn It Down,/wiki/Burn_It_Down_(Linkin_Park_song),Burn It Down,/wiki/Linkin_Park,2012
1300,0,Macklemore & Ryan Lewis,"1
",Thrift Shop,/wiki/Thrift_Shop,Thrift Shop,/wiki/Macklemore_%26_Ryan_Lewis,2013
1301,1,Robin Thicke,"2
",Blurred Lines,/wiki/Blurred_Lines,Blurred Lines,/wiki/Robin_Thicke,2013
1302,2,Imagine Dragons,"3
",Radioactive,/wiki/Radioactive_(Imagine_Dragons_song),Radioactive,/wiki/Imagine_Dragons,2013
1303,3,Baauer,"4
",Harlem Shake,/wiki/Harlem_Shake_(song),Harlem Shake,/wiki/Baauer,2013
1304,4,Macklemore & Ryan Lewis,"5
",Can't Hold Us,/wiki/Can%27t_Hold_Us,Can't Hold Us,/wiki/Macklemore_%26_Ryan_Lewis,2013
1305,5,Justin Timberlake,"6
",Mirrors,/wiki/Mirrors_(Justin_Timberlake_song),Mirrors,/wiki/Justin_Timberlake,2013
1306,6,Pink,"7
",Just Give Me a Reason,/wiki/Just_Give_Me_a_Reason,Just Give Me a Reason,/wiki/Pink_(singer),2013
1307,7,Bruno Mars,"8
",When I Was Your Man,/wiki/When_I_Was_Your_Man,When I Was Your Man,/wiki/Bruno_Mars,2013
1308,8,Florida Georgia Line,"9
",Cruise,/wiki/Cruise_(song),Cruise,/wiki/Florida_Georgia_Line,2013
1309,9,Katy Perry,"10
",Roar,/wiki/Roar_(song),Roar,/wiki/Katy_Perry,2013
1310,10,Bruno Mars,"11
",Locked Out of Heaven,/wiki/Locked_Out_of_Heaven,Locked Out of Heaven,/wiki/Bruno_Mars,2013
1311,11,The Lumineers,"12
",Ho Hey,/wiki/Ho_Hey,Ho Hey,/wiki/The_Lumineers,2013
1312,12,Rihanna,"13
",Stay,/wiki/Stay_(Rihanna_song),Stay,/wiki/Rihanna,2013
1313,13,Daft Punk,"14
",Get Lucky,/wiki/Get_Lucky_(Daft_Punk_song),Get Lucky,/wiki/Daft_Punk,2013
1314,14,Lorde,"15
",Royals,/wiki/Royals_(song),Royals,/wiki/Lorde,2013
1315,15,Taylor Swift,"16
",I Knew You Were Trouble,/wiki/I_Knew_You_Were_Trouble,I Knew You Were Trouble,/wiki/Taylor_Swift,2013
1316,16,Miley Cyrus,"17
",We Can't Stop,/wiki/We_Can%27t_Stop,We Can't Stop,/wiki/Miley_Cyrus,2013
1317,17,Miley Cyrus,"18
",Wrecking Ball,/wiki/Wrecking_Ball_(Miley_Cyrus_song),Wrecking Ball,/wiki/Miley_Cyrus,2013
1318,18,Avicii,"19
",Wake Me Up,/wiki/Wake_Me_Up_(Avicii_song),Wake Me Up,/wiki/Avicii,2013
1319,19,Justin Timberlake,"20
",Suit & Tie,/wiki/Suit_%26_Tie,Suit & Tie,/wiki/Justin_Timberlake,2013
1320,20,Anna Kendrick,"21
",,/wiki/Cups_(song),None,/wiki/Anna_Kendrick,2013
1321,21,Jay-Z,"22
",Holy Grail,/wiki/Holy_Grail_(Jay-Z_song),Holy Grail,/wiki/Jay-Z,2013
1322,22,will.i.am,"23
",Scream & Shout,/wiki/Scream_%26_Shout,Scream & Shout,/wiki/Will.i.am,2013
1323,23,Zedd,"24
",Clarity,/wiki/Clarity_(Zedd_song),Clarity,/wiki/Zedd,2013
1324,24,Awolnation,"25
",Sail,/wiki/Sail_(song),Sail,/wiki/Awolnation,2013
1325,25,Swedish House Mafia,"26
",Don't You Worry Child,/wiki/Don%27t_You_Worry_Child,Don't You Worry Child,/wiki/Swedish_House_Mafia,2013
1326,26,Rihanna,"27
",Diamonds,/wiki/Diamonds_(Rihanna_song),Diamonds,/wiki/Rihanna,2013
1327,27,Icona Pop,"28
",I Love It,/wiki/I_Love_It_(Icona_Pop_song),I Love It,/wiki/Icona_Pop,2013
1328,28,Capital Cities,"29
",Safe and Sound,/wiki/Safe_and_Sound_(Capital_Cities_song),Safe and Sound,/wiki/Capital_Cities_(band),2013
1329,29,Bruno Mars,"30
",Treasure,/wiki/Treasure_(Bruno_Mars_song),Treasure,/wiki/Bruno_Mars,2013
1330,30,Ariana Grande,"31
",The Way,/wiki/The_Way_(Ariana_Grande_song),The Way,/wiki/Ariana_Grande,2013
1331,31,Drake,"32
",Started from the Bottom,/wiki/Started_from_the_Bottom,Started from the Bottom,/wiki/Drake_(musician),2013
1332,32,Selena Gomez,"33
",Come & Get It,/wiki/Come_%26_Get_It_(Selena_Gomez_song),Come & Get It,/wiki/Selena_Gomez,2013
1333,33,Drake,"34
","Hold On, We're Going Home","/wiki/Hold_On,_We%27re_Going_Home","Hold On, We're Going Home",/wiki/Drake_(musician),2013
1334,34,Maroon 5,"35
",Daylight,/wiki/Daylight_(Maroon_5_song),Daylight,/wiki/Maroon_5,2013
1335,35,Pitbull,"36
",Feel This Moment,/wiki/Feel_This_Moment,Feel This Moment,/wiki/Pitbull_(rapper),2013
1336,36,Lady Gaga,"37
",Applause,/wiki/Applause_(Lady_Gaga_song),Applause,/wiki/Lady_Gaga,2013
1337,37,Maroon 5,"38
",One More Night,/wiki/One_More_Night_(Maroon_5_song),One More Night,/wiki/Maroon_5,2013
1338,38,Lil Wayne,"39
",Love Me,/wiki/Love_Me_(Lil_Wayne_song),Love Me,/wiki/Lil_Wayne,2013
1339,39,Fall Out Boy,"40
",My Songs Know What You Did in the Dark (Light Em Up),/wiki/My_Songs_Know_What_You_Did_in_the_Dark_(Light_Em_Up),My Songs Know What You Did in the Dark (Light Em Up),/wiki/Fall_Out_Boy,2013
1340,40,ASAP Rocky,"41
",Fuckin' Problems,/wiki/Fuckin%27_Problems,Fuckin' Problems,/wiki/ASAP_Rocky,2013
1341,41,Justin Bieber,"42
",Beauty and a Beat,/wiki/Beauty_and_a_Beat,Beauty and a Beat,/wiki/Justin_Bieber,2013
1342,42,Macklemore & Ryan Lewis,"43
",Same Love,/wiki/Same_Love,Same Love,/wiki/Macklemore_%26_Ryan_Lewis,2013
1343,43,Calvin Harris,"44
",Sweet Nothing,/wiki/Sweet_Nothing_(Calvin_Harris_song),Sweet Nothing,/wiki/Calvin_Harris,2013
1344,44,Lana Del Rey,"45
",Summertime Sadness,/wiki/Summertime_Sadness,Summertime Sadness,/wiki/Lana_Del_Rey,2013
1345,45,Phillip Phillips,"46
",Home,/wiki/Home_(Phillip_Phillips_song),Home,/wiki/Phillip_Phillips,2013
1346,46,Imagine Dragons,"47
",It's Time,/wiki/It%27s_Time_(Imagine_Dragons_song),It's Time,/wiki/Imagine_Dragons,2013
1347,47,J. Cole,"48
",Power Trip,/wiki/Power_Trip_(song),Power Trip,/wiki/J._Cole,2013
1348,48,Alicia Keys,"49
",Girl on Fire,/wiki/Girl_on_Fire_(song),Girl on Fire,/wiki/Alicia_Keys,2013
1349,49,Demi Lovato,"50
",Heart Attack,/wiki/Heart_Attack_(Demi_Lovato_song),Heart Attack,/wiki/Demi_Lovato,2013
1350,50,Maroon 5,"51
",Love Somebody,/wiki/Love_Somebody_(Maroon_5_song),Love Somebody,/wiki/Maroon_5,2013
1351,51,Mumford & Sons,"52
",I Will Wait,/wiki/I_Will_Wait,I Will Wait,/wiki/Mumford_%26_Sons,2013
1352,52,Pink,"53
",Try,/wiki/Try_(Pink_song),Try,/wiki/Pink_(singer),2013
1353,53,Darius Rucker,"54
",Wagon Wheel,/wiki/Wagon_Wheel_(song),Wagon Wheel,/wiki/Darius_Rucker,2013
1354,54,Psy,"55
",Gangnam Style,/wiki/Gangnam_Style,Gangnam Style,/wiki/Psy,2013
1355,55,Calvin Harris,"56
",I Need Your Love,/wiki/I_Need_Your_Love_(Calvin_Harris_song),I Need Your Love,/wiki/Calvin_Harris,2013
1356,56,Kesha,"57
",Die Young,/wiki/Die_Young_(Kesha_song),Die Young,/wiki/Kesha,2013
1357,57,Fun,"58
",Some Nights,/wiki/Some_Nights_(song),Some Nights,/wiki/Fun_(band),2013
1358,58,Wale,"59
",Bad,/wiki/Bad_(Wale_song),Bad,/wiki/Wale_(rapper),2013
1359,59,Blake Shelton,"60
",Boys 'Round Here,/wiki/Boys_%27Round_Here,Boys 'Round Here,/wiki/Blake_Shelton,2013
1360,60,Phillip Phillips,"61
","Gone, Gone, Gone","/wiki/Gone,_Gone,_Gone_(Phillip_Phillips_song)","Gone, Gone, Gone",/wiki/Phillip_Phillips,2013
1361,61,Imagine Dragons,"62
",Demons,/wiki/Demons_(Imagine_Dragons_song),Demons,/wiki/Imagine_Dragons,2013
1362,62,OneRepublic,"63
",Counting Stars,/wiki/Counting_Stars_(song),Counting Stars,/wiki/OneRepublic,2013
1363,63,Flo Rida,"64
",I Cry,/wiki/I_Cry_(Flo_Rida_song),I Cry,/wiki/Flo_Rida,2013
1364,64,Of Monsters and Men,"65
",Little Talks,/wiki/Little_Talks,Little Talks,/wiki/Of_Monsters_and_Men,2013
1365,65,Jason Derulo,"66
",The Other Side,/wiki/The_Other_Side_(Jason_Derulo_song),The Other Side,/wiki/Jason_Derulo,2013
1366,66,Eminem,"67
",Berzerk,/wiki/Berzerk_(song),Berzerk,/wiki/Eminem,2013
1367,67,Kelly Clarkson,"68
",Catch My Breath,/wiki/Catch_My_Breath,Catch My Breath,/wiki/Kelly_Clarkson,2013
1368,68,Luke Bryan,"69
",Crash My Party,/wiki/Crash_My_Party_(song),Crash My Party,/wiki/Luke_Bryan,2013
1369,69,Rihanna,"70
",Pour It Up,/wiki/Pour_It_Up,Pour It Up,/wiki/Rihanna,2013
1370,70,Taylor Swift,"71
",22,/wiki/22_(Taylor_Swift_song),22,/wiki/Taylor_Swift,2013
1371,71,Hunter Hayes,"72
",I Want Crazy,/wiki/I_Want_Crazy,I Want Crazy,/wiki/Hunter_Hayes,2013
1372,72,Ylvis,"73
",The Fox (What Does the Fox Say?),/wiki/The_Fox_(What_Does_the_Fox_Say%3F),The Fox (What Does the Fox Say?),/wiki/Ylvis,2013
1373,73,One Direction,"74
",Best Song Ever,/wiki/Best_Song_Ever_(song),Best Song Ever,/wiki/One_Direction,2013
1374,74,Ed Sheeran,"75
",The A Team,/wiki/The_A_Team_(Ed_Sheeran_song),The A Team,/wiki/Ed_Sheeran,2013
1375,75,Fun,"76
",Carry On,/wiki/Carry_On_(Fun_song),Carry On,/wiki/Fun_(band),2013
1376,76,Tim McGraw,"77
",Highway Don't Care,/wiki/Highway_Don%27t_Care,Highway Don't Care,/wiki/Tim_McGraw,2013
1377,77,Luke Bryan,"78
",That's My Kind of Night,/wiki/That%27s_My_Kind_of_Night,That's My Kind of Night,/wiki/Luke_Bryan,2013
1378,78,Kendrick Lamar,"79
",Swimming Pools (Drank),/wiki/Swimming_Pools_(Drank),Swimming Pools (Drank),/wiki/Kendrick_Lamar,2013
1379,79,Blake Shelton,"80
",Sure Be Cool If You Did,/wiki/Sure_Be_Cool_If_You_Did,Sure Be Cool If You Did,/wiki/Blake_Shelton,2013
1380,80,Mariah Carey,"81
",#Beautiful,/wiki/Beautiful_(Mariah_Carey_song),#Beautiful,/wiki/Mariah_Carey,2013
1381,81,Olly Murs,"82
",Troublemaker,/wiki/Troublemaker_(Olly_Murs_song),Troublemaker,/wiki/Olly_Murs,2013
1382,82,Ciara,"83
",Body Party,/wiki/Body_Party,Body Party,/wiki/Ciara,2013
1383,83,Miguel,"84
",Adorn,/wiki/Adorn_(song),Adorn,/wiki/Miguel_(singer),2013
1384,84,The Script,"85
",Hall of Fame,/wiki/Hall_of_Fame_(song),Hall of Fame,/wiki/The_Script,2013
1385,85,Ne-Yo,"86
",Let Me Love You (Until You Learn to Love Yourself),/wiki/Let_Me_Love_You_(Until_You_Learn_to_Love_Yourself),Let Me Love You (Until You Learn to Love Yourself),/wiki/Ne-Yo,2013
